1,1.0,0.531034482759,1.0,0.5,0.701388888889,0.5,1.0,1.0,1.0,0.895104895105
2,1.0,0.531034482759,1.0,0.5,0.701388888889,0.5,1.0,1.0,1.0,0.895104895105
4,1.0,0.531034482759,1.0,0.5,0.701388888889,0.5,1.0,1.0,1.0,0.895104895105
8,1.0,0.531034482759,1.0,0.5,0.701388888889,0.5,1.0,1.0,1.0,0.895104895105
16,1.0,0.531034482759,1.0,0.5,0.701388888889,0.5,1.0,1.0,1.0,0.895104895105
32,1.0,0.531034482759,1.0,0.5,0.701388888889,0.5,1.0,1.0,1.0,0.895104895105
64,1.0,0.531034482759,1.0,0.5,0.701388888889,0.5,1.0,1.0,1.0,0.895104895105
128,1.0,0.531034482759,1.0,0.5,0.701388888889,0.5,1.0,1.0,1.0,0.895104895105
256,1.0,0.531034482759,1.0,0.5,0.701388888889,0.5,1.0,1.0,1.0,0.895104895105
512,1.0,0.531034482759,1.0,0.5,0.701388888889,0.5,1.0,1.0,1.0,0.895104895105
1024,1.0,0.531034482759,1.0,0.5,0.701388888889,0.5,1.0,1.0,1.0,0.895104895105
