-2309.9,-30.2574
-1548.24,2138.72
-2807.08,-1528.76
-3394.83,434.026
-2179.63,846.194
-2646.52,909.057
-2747.66,1068.78
-1299.76,1440.09
-3102.27,1263.38
-3529.22,-388.185
-2113.78,1080.47
-2621.93,987.165
-803.397,1114.99
-1115.28,681.713
-2827.7,26.4519
-1599.08,1026.09
-1811.99,-2097.4
-1488.46,929.46
-2463.15,578.233
-848.971,903.193
-2987.46,-913.647
-53.1649,1195.31
399.751,588.881
96.7265,1069.53
-1280.87,602.051
-2454.89,-26.7712
357.924,926.359
-2678.15,-150.894
-969.349,-1322.62
829.132,671.859
-793.051,147.444
620.194,280.517
875.934,-1080.95
-2396.29,1299.74
-4064.95,-255.906
-1152.2,1303.23
-1167.49,1482.26
-1194.94,-1371.71
-2326.71,856.492
1523.24,-2.38357
-1681.76,2043.07
-346.542,106.357
-648.151,653.76
-1086.46,506.206
-2959.99,-1630.68
-2601.66,-2394.51
-1529.41,1658.04
325.402,-228.647
826.346,220.176
-393.583,781.226
-3817.91,1988.95
-3322.79,-2116.79
-561.827,-439.523
-252.36,-360.289
-613.097,2305.94
-426.625,297.124
1855.21,-2438.51
293.663,373.008
-211.214,1407.65
-1149.68,848.224
-2248.46,-856.187
490.324,-318.009
-2465.05,-1725.6
-1358.78,621.72
-2251.19,1209.03
-2442.94,-2698.48
-1577.96,768.613
-529.857,142.158
-2401.35,-490.854
-1169.5,-220.417
-2480.01,2200.06
1218.36,-2286.46
1015.63,1764.54
-315.246,914.889
-1981.3,-656.553
695.684,-2932.01
958.407,434.268
-1761.22,101.862
861.131,-115.418
893.76,-1180.66
-1912.59,1128.52
-3198.13,-2289.73
-2466.53,1446.55
1840.26,-571.464
-2940.89,-1865.91
-94.5852,2314.44
-1338.25,-704.724
-3484.57,-32.8981
-325.594,-240.398
667.676,50.5463
-250.805,2083.63
657.985,-2720.11
180.462,-63.5923
-2886.38,463.476
-2914.08,1700.39
-1621.8,-249.212
2413.87,46.8934
-2855.29,215.128
-696.329,499.071
-3066.07,808.632
3917.98,8379.67
6251.38,2586.91
5255.57,2939.01
9094.6,-574.881
3568.68,605.586
4085.96,5468.61
1103.87,5133.2
-1660.69,-2194.06
134.511,2988.43
6241.63,1814.58
2665.01,5489.94
1478.92,1434.05
7412.01,3272.66
7794.04,2576.75
9453.84,-442.554
1085.11,1385.47
8939.48,1604.72
7310.47,3735.94
2619.62,5918.37
7946.45,-2281.09
7598.34,1315.44
7276.09,2112.65
8960.72,2875.49
7911.46,-1256.23
5808.11,1894.94
5993.7,-2600.89
6805.51,1893.91
8802.12,3866.85
890.807,3045.13
5426.86,1685.19
4222.75,947.349
1885.44,6181.17
3571.75,1837.88
7900.47,3680.97
8425.94,-1687.64
4787.51,16.617
5298.81,5634.03
7956.23,5554.65
8992.42,-1095.97
9057.34,-1153.38
8368.86,1637.34
7702.48,3224.48
6983.02,2676.43
7295.11,2973.39
6228.41,3770.66
7552.19,4814.93
-2017.32,1262.03
64.5863,4315.7
3951.68,4155.16
2856.12,5782.1
1177.94,7200.12
7329.57,-2849.15
1397.99,6609.63
3429.07,6061.71
6182.43,4866.87
4681.65,3216.67
6043.78,3542.0
5956.55,4751.62
6875.08,5580.69
6665.74,2555.68
6745.74,1309.29
1277.62,6517.01
7492.04,-2884.47
7528.73,3068.86
7349.34,1362.52
8750.04,-1333.04
2984.54,5263.25
6415.25,4094.62
5874.42,4264.25
5903.38,-725.163
4297.74,3681.16
3268.52,6272.66
8016.5,3468.3
3134.98,6268.37
5752.36,4730.1
6839.56,2485.19
6464.11,4544.42
9775.83,2195.01
5646.17,4382.81
4876.55,2409.85
9871.24,1968.94
6278.46,4440.9
8143.86,3808.41
8428.55,2259.69
358.617,2687.5
6649.56,1237.17
857.118,7178.63
6201.82,6615.46
3798.88,2164.07
3886.62,3782.02
5222.9,6767.72
7667.33,-474.242
29.3979,2985.34
3280.68,5681.45
6368.37,4918.78
7199.11,3137.24
7206.01,503.479
6729.75,5251.89
7022.03,3275.07
8472.92,-1448.4
-1662.64,631.365
2824.8,-3041.08
-809.874,-924.559
-1718.89,-4369.6
-3751.46,-1899.72
3029.79,-1075.94
187.187,507.471
2864.25,-2590.81
3303.05,-1097.52
3405.57,-3722.81
5020.3,467.677
2134.24,-1352.55
3298.38,-3151.87
1504.59,-1392.64
906.59,-3921.1
2001.8,-2629.86
1200.68,-1080.35
2190.2,-393.592
-902.771,514.336
4258.17,-2510.29
5814.82,-45.0601
-3031.51,-3363.04
6169.01,-2219.55
2247.81,-3117.6
-1711.87,-98.5544
-1294.94,-38.2909
-574.742,-3877.59
2341.81,-3393.22
140.928,-1821.4
2383.41,-1843.67
-558.642,-1227.95
4822.19,-2883.63
344.871,-2340.15
1094.52,-2475.45
1930.93,-4166.7
3010.85,-5449.01
945.869,-2989.99
1267.24,-354.048
1494.11,-3328.48
96.8863,-4466.7
3702.65,-1770.86
-933.89,415.818
916.95,-4072.57
1367.76,-3161.46
2084.59,-2447.49
